Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Dumped broth flow(Fremoved:L/h),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),Vessel Volume(V:L),Vessel Weight(Wt:Kg),pH(pH:pH),Temperature(T:K),Generated heat(Q:kJ),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),PAA concentration offline(PAA_offline:PAA (g L^{-1})),Oil flow(Foil:L/hr),NH_3 concentration off-line(NH3_offline:NH3 (g L^{-1})),Oxygen Uptake Rate(OUR:(g min^{-1})),Oxygen in percent in off-gas(O2:O2  (%)),Offline Penicillin concentration(P_offline:P(g L^{-1})),Offline Biomass concentratio(X_offline:X(g L^{-1})),Carbon evolution rate(CER:g/h),Ammonia shots(NH3_shots:kgs),Viscosity(Viscosity_offline:centPoise),Fault reference(Fault_ref:Fault ref),0 - Recipe driven 1 - Operator controlled(Control_ref:Control ref),1- No Raman spec, 1-Raman spec recorded,2-PAT control(PAT_ref:PAT ref),Batch reference(Batch_ref:Batch ref),Batch ID,Fault flag
228.0,65.0,100.0,80.0,0.0,29.047,114.21,15.7,250.0,0.9,0.0,0.0015166,12.836,33.042,75529.0,85470.0,6.5005,297.97,143.98,1.5407,5.8459,1199.7,23.0,1855.5,1.1006,0.19259,33.028,22.099,1.2747,0.0,67.894,0.0,0.0,2.0,74.0,74.0,0.0,179060.0,178810.0
230.0,65.0,100.0,80.0,0.0,26.623,92.139,11.648,250.0,0.9,0.0,0.0014556,12.867,33.077,76188.0,86216.0,6.5024,297.96,140.31,1.5425,5.8602,1199.8,23.0,1865.9,1.138,0.19226,33.065,22.035,1.2761,0.0,67.196,0.0,0.0,2.0,74.0,74.0,0.0,178700.0,179460.0
1.0,30.0,100.0,8.0,0.0,20.428,76.565,7.4539,0.0,0.6,0.0,1.1664,14.698,0.00099799,57389.0,61246.0,6.4968,298.0,214.92,0.094628,5.0,1412.5,22.0,1688.1,-0.1139,0.20711,0.001,0.42983,0.03599,0.0,4.0775,0.0,0.0,2.0,75.0,75.0,0.0,0.0,0.0
12.0,42.0,100.0,15.0,0.0,52.91,174.26,0.0001,0.0,0.6,0.0,2.0697,12.256,0.00096656,57590.0,61772.0,6.4965,298.19,265.73,0.27453,0.0,1549.1,30.0,1820.5,0.69414,0.19529,0.00096912,2.2881,0.14625,0.0,10.296,0.0,0.0,2.0,75.0,75.0,0.0,21995.0,21800.0
24.0,55.0,100.0,150.0,0.0,225.0,567.59,0.0001,0.0,0.7,0.0,0.017276,9.3657,0.00090308,59728.0,64563.0,6.4557,298.17,259.02,0.71845,1.5689,1218.3,35.0,1805.9,1.6254,0.18695,0.00090923,8.6709,0.50178,0.0,21.623,0.0,0.0,2.0,75.0,75.0,0.0,21112.0,21249.0
36.0,55.0,100.0,43.0,0.0,39.142,215.47,0.0020033,0.0,0.9,0.0,0.0032577,11.761,1.2676,60544.0,65900.0,6.4922,298.13,246.93,1.0028,4.4934,1198.4,35.0,1875.8,1.0952,0.19194,1.1704,12.556,0.70093,0.0,35.119,0.0,0.0,2.0,75.0,75.0,0.0,26406.0,25887.0
48.0,60.0,100.0,57.0,0.0,50.149,262.63,0.0001,0.0,1.1,0.0,0.0024017,11.974,3.4881,61446.0,67389.0,6.5078,298.1,239.52,1.1912,6.9506,1198.8,35.0,1922.9,1.269,0.19087,3.306,16.21,0.90876,0.0,49.342,0.0,0.0,2.0,75.0,75.0,0.0,37861.0,38027.0
60.0,60.0,100.0,72.0,0.0,70.973,62.267,0.0010258,500.0,1.1,0.0,0.0021402,13.55,5.9942,67697.0,74284.0,6.4958,297.96,188.07,1.4641,7.7553,1199.3,34.0,1820.7,1.2629,0.19041,5.8288,18.35,1.1179,0.0,41.107,0.0,0.0,2.0,75.0,75.0,0.0,49524.0,49212.0
72.0,60.0,100.0,84.0,0.0,57.437,0.0001,0.12725,500.0,1.1,0.0,0.0014167,14.935,8.4037,75189.0,82417.0,6.5048,297.94,180.66,1.7056,8.1201,1199.4,31.0,1696.8,1.3676,0.18895,8.2494,19.393,1.3032,0.0,26.009,0.0,0.0,2.0,75.0,75.0,0.0,61276.0,60820.0
84.0,60.0,100.0,90.0,0.0,59.923,20.779,0.0001,100.0,1.1,0.0,0.00096417,14.286,11.04,79195.0,87038.0,6.4838,297.96,186.03,1.9057,8.5435,1197.6,23.0,1638.0,1.6735,0.18566,10.879,20.628,1.457,0.0,27.273,0.0,0.0,2.0,75.0,75.0,0.0,73911.0,73810.0
96.0,75.0,100.0,90.0,0.0,74.506,6.0004,0.0001,100.0,1.1,0.0,0.0009348,14.025,13.445,81836.0,90224.0,6.502,298.0,201.65,1.6432,8.6746,1200.5,23.0,1618.2,1.7235,0.18896,13.293,21.542,1.5691,0.0,36.071,0.0,0.0,2.0,75.0,75.0,0.0,85343.0,85264.0
108.0,75.0,100.0,90.0,0.0,136.77,21.544,0.0001,100.0,1.0,0.0,0.0011557,12.569,15.859,78062.0,86078.0,6.4879,297.98,195.34,1.6235,9.0992,1201.8,23.0,1595.2,1.6427,0.18961,15.699,22.4,1.5502,0.0,44.691,0.0,0.0,2.0,75.0,75.0,0.0,96314.0,96589.0
120.0,75.0,100.0,90.0,0.0,225.0,0.34703,39.495,100.0,1.0,0.0,0.0010116,12.584,17.836,82438.0,91054.0,6.2104,297.97,191.43,1.7307,8.216,1200.6,23.0,1570.7,1.6883,0.18906,17.724,22.807,1.6531,0.0,53.139,0.0,0.0,2.0,75.0,75.0,0.0,105660.0,106280.0
132.0,75.0,100.0,90.0,0.0,10.376,39.686,5.4836,100.0,1.0,-4000.0,0.00082544,12.21,19.178,79561.0,87743.0,6.4966,298.0,204.36,1.6564,7.9843,1199.9,23.0,1570.2,1.4682,0.19087,19.056,22.679,1.5818,0.0,61.07,0.0,0.0,2.0,75.0,75.0,0.0,112390.0,112360.0
144.0,75.0,100.0,90.0,0.0,225.0,64.316,1.4589,100.0,1.0,0.0,0.00040821,13.386,20.325,83746.0,92491.0,6.4464,297.94,182.63,1.6889,5.3956,1201.7,23.0,1578.2,1.197,0.19284,20.282,22.33,1.613,0.0,68.06,0.0,0.0,2.0,75.0,75.0,0.0,118190.0,118170.0
156.0,75.0,100.0,90.0,0.0,112.65,4.851,30.114,0.0,0.9,0.0,0.0013223,11.111,21.926,79683.0,87998.0,6.4916,297.98,195.87,1.5703,9.2009,1198.4,23.0,1595.8,1.3732,0.19175,21.762,21.99,1.4992,0.0,75.982,0.0,0.0,2.0,75.0,75.0,0.0,124690.0,124350.0
168.0,75.0,100.0,80.0,0.0,58.081,0.0011261,0.0001,400.0,0.9,0.0,0.0010815,12.932,23.24,84973.0,93850.0,6.4714,297.87,155.36,1.592,5.9718,1203.3,23.0,1586.9,1.0073,0.19446,23.18,21.286,1.52,0.0,72.071,0.0,0.0,2.0,75.0,75.0,0.0,131960.0,131630.0
180.0,75.0,100.0,80.0,0.0,81.189,18.825,4.3083,150.0,0.9,0.0,0.0015248,12.098,24.815,81782.0,90194.0,6.5042,297.91,169.91,1.4849,8.4359,1199.8,23.0,1595.8,1.2441,0.19289,24.706,20.894,1.4172,0.0,69.687,0.0,0.0,2.0,75.0,75.0,0.0,139460.0,139640.0
192.0,75.0,100.0,80.0,0.0,49.131,5.9506,40.935,150.0,0.9,-4000.0,0.0018926,11.947,26.278,77955.0,85894.0,6.5018,297.96,189.85,1.3874,8.3449,1197.5,23.0,1623.7,1.1481,0.1938,26.176,20.771,1.3238,0.0,70.947,0.0,0.0,2.0,75.0,75.0,0.0,145370.0,145400.0
1.0,30.0,100.0,8.0,0.51603,32.806,62.517,5.7333,0.0,0.6,0.0,1.2439,14.599,0.00099725,57858.0,62896.0,6.6225,298.03,195.27,0.11519,5.0,1389.3,22.0,1696.6,-0.029061,0.20549,0.001,0.56441,0.043812,0.0,4.0849,0.0,0.0,2.0,76.0,76.0,0.0,0.0,0.0
12.0,42.0,100.0,15.0,0.0,38.152,283.0,0.0033028,0.0,0.6,0.0,0.0086823,13.0,0.00096494,58139.0,63501.0,6.4557,298.06,204.25,0.37104,0.0,1472.0,30.0,1811.2,0.53883,0.19721,0.00096642,3.3423,0.19771,0.0,11.088,0.0,0.0,2.0,76.0,76.0,0.0,21522.0,21660.0
24.0,55.0,100.0,150.0,0.0,225.0,441.72,0.0001,0.0,0.7,0.0,0.014816,9.3837,0.00090245,60240.0,66314.0,6.4037,298.02,192.55,0.79073,6.1813,1185.5,35.0,1810.6,1.9787,0.18307,0.00090862,9.4956,0.55237,0.0,22.386,0.0,0.0,2.0,76.0,76.0,0.0,21678.0,21648.0
36.0,55.0,100.0,43.0,0.0,48.196,224.54,0.0021421,0.0,0.9,0.0,0.0025203,12.215,1.6827,61288.0,67898.0,6.4969,298.11,216.59,1.0773,5.75,1198.6,35.0,1876.1,1.2904,0.18977,1.5455,13.388,0.75319,0.0,36.059,0.0,0.0,2.0,76.0,76.0,0.0,29540.0,29525.0
48.0,60.0,100.0,57.0,0.0,55.086,308.63,0.0001,0.0,1.1,0.0,0.0020858,12.579,4.1372,62227.0,69440.0,6.5024,298.14,226.02,1.2657,7.3716,1199.2,35.0,1924.0,1.4379,0.18912,3.9516,17.049,0.96579,0.0,50.414,0.0,0.0,2.0,76.0,76.0,0.0,40177.0,39849.0
60.0,60.0,100.0,72.0,0.0,99.334,51.449,0.0001,500.0,1.1,0.0,0.0019278,14.149,6.6856,68786.0,76646.0,6.5029,297.97,170.47,1.5367,8.2973,1199.7,34.0,1825.8,1.3435,0.1895,6.5137,18.991,1.1735,0.0,42.284,0.0,0.0,2.0,76.0,76.0,0.0,52584.0,52779.0
72.0,60.0,100.0,84.0,0.0,77.897,22.751,0.27192,500.0,1.1,0.0,0.001455,15.262,9.122,76684.0,85225.0,6.4968,297.99,178.41,1.8033,8.5561,1200.9,31.0,1700.5,1.4854,0.18764,8.9669,20.125,1.3782,0.0,27.272,0.0,0.0,2.0,76.0,76.0,0.0,65005.0,65222.0
84.0,60.0,100.0,90.0,0.0,76.985,286.84,0.0001,100.0,1.1,0.0,0.0011352,14.383,11.733,81100.0,90335.0,6.5087,298.11,219.0,2.0627,8.8396,1198.9,23.0,1640.6,1.9393,0.18283,11.576,21.815,1.5778,0.0,28.743,0.0,0.0,2.0,76.0,76.0,0.0,77551.0,78124.0
96.0,75.0,100.0,90.0,0.0,71.989,64.024,0.0001,100.0,1.1,0.0,0.0010829,13.978,14.158,83950.0,93826.0,6.5005,297.98,168.48,1.8212,9.8255,1200.3,23.0,1614.2,2.0358,0.18625,13.992,23.287,1.7401,0.0,37.929,0.0,0.0,2.0,76.0,76.0,0.0,89612.0,89872.0
108.0,75.0,100.0,90.0,0.0,64.115,46.003,0.0001,100.0,1.0,0.0,0.0011445,12.383,16.723,79696.0,89273.0,6.4972,297.99,173.46,1.8336,10.285,1199.4,23.0,1594.7,1.9474,0.1869,16.552,24.808,1.7519,0.0,47.146,0.0,0.0,2.0,76.0,76.0,0.0,100860.0,101470.0
120.0,75.0,100.0,90.0,0.0,73.422,0.0001,0.0001,100.0,1.0,0.0,0.00084167,12.381,18.998,82426.0,92652.0,6.5054,297.95,160.57,1.9631,9.2799,1200.7,23.0,1598.5,1.8268,0.18757,18.865,25.894,1.8764,0.0,56.343,0.0,0.0,2.0,76.0,76.0,0.0,112180.0,112490.0
132.0,75.0,100.0,90.0,0.0,56.175,0.0001,12.029,100.0,1.0,-4000.0,0.0009388,11.888,20.957,78096.0,87915.0,6.472,297.96,163.79,1.8895,9.8236,1197.8,23.0,1621.8,1.792,0.18797,20.816,26.389,1.8057,0.0,65.184,0.0,0.0,2.0,76.0,76.0,0.0,121460.0,121620.0
144.0,75.0,100.0,90.0,0.0,94.722,1.3218,0.0001,100.0,1.0,0.0,0.00074637,11.987,22.799,81042.0,91501.0,6.4946,297.9,138.57,1.9581,8.7942,1199.6,23.0,1646.4,1.7624,0.18806,22.691,26.699,1.8716,0.0,73.425,0.0,0.0,2.0,76.0,76.0,0.0,130190.0,130020.0
156.0,75.0,100.0,90.0,0.0,38.8,27.598,5.6968,0.0,0.9,0.0,0.00040648,10.884,24.262,76071.0,86088.0,6.5061,297.91,145.92,1.8177,7.0251,1200.5,23.0,1697.4,1.5743,0.18975,24.167,26.665,1.7367,0.0,83.226,0.0,0.0,2.0,76.0,76.0,0.0,136520.0,136870.0
168.0,75.0,100.0,80.0,0.0,47.017,7.862,98.101,400.0,0.9,0.0,0.00085144,12.685,24.981,80559.0,91115.0,6.5044,298.02,185.97,1.8226,5.4662,1200.9,23.0,1726.1,1.1094,0.19324,24.948,25.677,1.7413,0.0,80.184,0.0,0.0,2.0,76.0,76.0,0.0,139910.0,140270.0
180.0,75.0,100.0,80.0,0.0,54.899,14.982,71.707,150.0,0.9,0.0,0.0012784,11.646,26.57,77201.0,87267.0,6.5033,297.94,155.39,1.6865,8.4935,1201.8,23.0,1750.4,1.4569,0.19089,26.455,25.076,1.6107,0.0,78.168,0.0,0.0,2.0,76.0,76.0,0.0,147510.0,147210.0
192.0,75.0,100.0,80.0,0.0,29.992,76.555,11.085,150.0,0.9,-4000.0,0.001319,11.643,28.013,73161.0,82720.0,6.5272,297.96,161.64,1.5598,8.0529,1198.9,23.0,1791.9,1.3389,0.19203,27.918,24.806,1.4891,0.0,79.75,0.0,0.0,2.0,76.0,76.0,0.0,154360.0,154070.0
204.0,65.0,100.0,80.0,0.0,44.63,9.7888,60.041,250.0,0.9,0.0,0.0012425,11.969,29.201,76479.0,86586.0,6.5023,297.92,144.16,1.8061,6.6359,1199.5,23.0,1832.6,1.2659,0.19063,29.153,24.481,1.4954,0.0,79.814,0.0,0.0,2.0,76.0,76.0,0.0,160990.0,161380.0
216.0,65.0,100.0,80.0,0.0,38.02,37.135,6.5515,250.0,0.9,0.0,0.0015993,12.034,29.917,73658.0,83260.0,6.5054,297.88,133.74,1.6672,6.5856,1199.0,23.0,1868.6,1.206,0.19142,29.872,23.974,1.3799,0.0,75.589,0.0,0.0,2.0,76.0,76.0,0.0,163350.0,163750.0
228.0,65.0,100.0,80.0,0.0,43.415,33.99,0.91674,250.0,0.9,0.0,0.0017498,12.143,30.589,77824.0,88026.0,6.4992,297.9,137.28,1.6928,6.9052,1200.3,23.0,1905.0,1.3237,0.19035,30.547,23.623,1.4011,0.0,71.674,0.0,0.0,2.0,76.0,76.0,0.0,166500.0,166570.0
230.0,65.0,100.0,80.0,0.0,41.982,28.525,0.87443,250.0,0.9,0.0,0.0016784,12.174,30.683,78508.0,88814.0,6.504,297.89,133.0,1.6975,6.6609,1200.4,23.0,1911.3,1.3683,0.18995,30.649,23.59,1.4051,0.0,71.046,0.0,0.0,2.0,76.0,76.0,0.0,167940.0,168170.0
1.0,30.0,100.0,8.0,0.0,1.3851,95.603,8.877,0.0,0.6,0.0,1.1097,14.64,0.00099813,58130.0,62371.0,6.4813,298.04,305.41,0.10304,5.0,1368.0,22.0,1777.4,-0.05952,0.20609,0.001,0.47864,0.03919,0.0,4.0804,0.0,0.0,2.0,77.0,77.0,0.0,0.0,0.0
12.0,42.0,100.0,15.0,0.0,91.133,163.84,0.0001,0.0,0.6,0.0,0.0090094,12.916,0.00096533,58418.0,62986.0,6.5415,297.92,274.09,0.35696,0.0,1458.4,30.0,1895.6,0.55603,0.19701,0.00096826,3.0541,0.1902,0.0,10.739,0.0,0.0,2.0,77.0,77.0,0.0,21503.0,21474.0
24.0,55.0,100.0,150.0,0.0,225.0,454.43,0.0001,0.0,0.7,0.0,0.016659,8.5532,0.00090458,60428.0,65717.0,6.3812,298.12,326.75,0.79366,6.8278,1187.2,35.0,1898.1,2.1152,0.18162,0.00091078,9.4636,0.55442,0.0,22.066,0.0,0.0,2.0,77.0,77.0,0.0,21634.0,22105.0
36.0,55.0,100.0,43.0,0.0,71.321,210.88,0.0001,0.0,0.9,0.0,0.0024475,11.86,1.6899,61502.0,67330.0,6.49,297.98,286.36,1.0875,5.7478,1199.1,35.0,1961.5,1.2352,0.19033,1.5553,13.475,0.7603,0.0,35.816,0.0,0.0,2.0,77.0,77.0,0.0,29508.0,28993.0
48.0,60.0,100.0,57.0,0.0,61.773,212.9,0.0001,0.0,1.1,0.0,0.0020915,12.189,4.0763,62570.0,68980.0,6.5003,298.06,308.87,1.2609,7.4322,1199.3,35.0,2006.9,1.3881,0.18961,3.8977,16.895,0.96218,0.0,50.19,0.0,0.0,2.0,77.0,77.0,0.0,40787.0,40626.0
60.0,60.0,100.0,72.0,0.0,70.527,32.756,0.0001,500.0,1.1,0.0,0.0018953,13.71,6.4585,68886.0,75936.0,6.5012,297.99,286.63,1.5308,7.7108,1199.8,34.0,1912.6,1.3737,0.18923,6.305,18.886,1.169,0.0,42.033,0.0,0.0,2.0,77.0,77.0,0.0,51358.0,51384.0
72.0,60.0,100.0,84.0,0.0,78.515,1.7723,0.0001,500.0,1.1,0.0,0.0015446,14.916,8.7831,76473.0,84200.0,6.5147,297.96,274.66,1.8034,8.3666,1200.5,31.0,1785.8,1.4518,0.18796,8.6343,20.175,1.3784,0.0,27.015,0.0,0.0,2.0,77.0,77.0,0.0,63708.0,63422.0
84.0,60.0,100.0,90.0,0.0,58.595,33.871,0.0001,100.0,1.1,0.0,0.001029,14.158,11.276,80490.0,88864.0,6.4885,297.97,278.62,2.0315,8.7284,1197.2,23.0,1733.2,1.8557,0.18369,11.122,21.651,1.5538,0.0,28.476,0.0,0.0,2.0,77.0,77.0,0.0,74652.0,75054.0
96.0,75.0,100.0,90.0,0.0,44.049,14.951,0.0001,100.0,1.1,0.0,0.00084371,14.065,13.401,83039.0,91977.0,6.4975,297.99,283.53,1.7578,8.722,1199.4,23.0,1719.5,1.7804,0.18831,13.262,22.74,1.6792,0.0,37.524,0.0,0.0,2.0,77.0,77.0,0.0,85725.0,85478.0
108.0,75.0,100.0,90.0,0.0,47.334,15.388,0.0001,100.0,1.0,0.0,0.00089008,12.351,15.592,78463.0,87005.0,6.5108,298.0,289.88,1.7219,8.6777,1198.8,23.0,1712.3,1.9645,0.18698,15.441,23.674,1.6447,0.0,46.404,0.0,0.0,2.0,77.0,77.0,0.0,95619.0,95725.0
120.0,75.0,100.0,90.0,0.0,47.47,1.2019,0.0001,100.0,1.0,0.0,0.00090631,11.943,17.781,81000.0,90132.0,6.5034,297.99,287.13,1.8249,8.7229,1199.4,23.0,1706.1,1.9302,0.18705,17.641,24.477,1.7436,0.0,55.076,0.0,0.0,2.0,77.0,77.0,0.0,106010.0,105960.0
132.0,75.0,100.0,90.0,0.0,41.871,0.0001,11.389,100.0,1.0,-4000.0,0.00087629,11.674,19.861,76524.0,85255.0,6.5329,297.96,275.78,1.7603,9.291,1199.1,23.0,1711.5,1.7316,0.18868,19.717,25.086,1.6815,0.0,63.415,0.0,0.0,2.0,77.0,77.0,0.0,115370.0,115670.0
144.0,75.0,100.0,90.0,0.0,35.12,51.241,8.237,100.0,1.0,0.0,0.00049459,12.126,21.609,78957.0,88249.0,6.5003,297.98,280.3,1.7997,7.2032,1199.6,23.0,1734.2,1.4726,0.19056,21.513,25.21,1.7194,0.0,71.141,0.0,0.0,2.0,77.0,77.0,0.0,124110.0,123930.0
156.0,75.0,100.0,90.0,0.0,37.177,5.5524,58.192,0.0,0.9,0.0,0.00069735,10.608,23.226,73773.0,82592.0,6.498,298.03,300.51,1.6591,8.1795,1199.6,23.0,1780.5,1.4523,0.19098,23.091,25.101,1.5844,0.0,80.105,0.0,0.0,2.0,77.0,77.0,0.0,131690.0,131360.0
168.0,75.0,100.0,80.0,0.0,37.74,16.274,145.91,400.0,0.9,0.0,0.0009042,12.637,24.239,78116.0,87443.0,6.4989,298.12,334.13,1.6678,5.7153,1199.2,23.0,1792.1,0.92896,0.19489,24.19,24.256,1.5927,0.0,76.522,0.0,0.0,2.0,77.0,77.0,0.0,136500.0,136850.0
180.0,75.0,100.0,80.0,0.0,40.819,82.563,11.206,150.0,0.9,0.0,0.0012582,11.608,25.85,74558.0,83373.0,6.5043,298.01,293.97,1.5389,7.9889,1201.1,23.0,1803.7,1.222,0.19295,25.733,23.726,1.469,0.0,74.28,0.0,0.0,2.0,77.0,77.0,0.0,144680.0,144880.0
192.0,75.0,100.0,80.0,0.0,31.252,10.417,96.019,150.0,0.9,-4000.0,0.0015242,11.477,27.453,70492.0,78800.0,6.531,298.1,323.11,1.4232,7.8961,1199.2,23.0,1832.2,1.1903,0.19342,27.353,23.52,1.3581,0.0,75.712,0.0,0.0,2.0,77.0,77.0,0.0,151790.0,152170.0
204.0,65.0,100.0,80.0,0.0,36.448,41.399,1.2411,250.0,0.9,0.0,0.0012404,11.874,28.484,73800.0,82646.0,6.4975,297.86,238.52,1.6547,5.9911,1200.0,23.0,1875.5,1.1621,0.19183,28.452,23.288,1.3694,0.0,75.817,0.0,0.0,2.0,77.0,77.0,0.0,157130.0,157180.0
205.0,65.0,100.0,80.0,0.0,34.181,11.194,118.02,250.0,0.9,0.0,0.0012864,11.827,28.524,74140.0,83030.0,6.507,298.1,326.69,1.656,5.9666,1200.2,23.0,1879.1,1.2075,0.19143,28.492,23.243,1.3705,0.0,75.467,0.0,0.0,2.0,77.0,77.0,0.0,156810.0,156690.0
1.0,30.0,100.0,8.0,0.51508,59.31,92.209,8.0512,0.0,0.6,0.0,1.1059,14.534,0.0009967,57722.0,61641.0,6.6274,298.08,326.22,0.11658,5.0,1509.3,22.0,1752.8,0.00049388,0.20494,0.001,0.57088,0.044343,0.0,4.0852,0.0,0.0,2.0,78.0,78.0,0.0,0.0,0.0
12.0,42.0,100.0,15.0,0.0,10.389,156.05,0.01597,0.0,0.6,0.0,0.0088596,12.998,0.0009645,57987.0,62231.0,6.4945,298.07,323.59,0.37108,0.0,1583.9,30.0,1868.0,0.49835,0.19776,0.0009664,3.3581,0.19773,0.0,11.196,0.0,0.0,2.0,78.0,78.0,0.0,21521.0,21825.0
24.0,55.0,100.0,150.0,0.0,225.0,529.58,0.0001,0.0,0.7,0.0,0.012102,9.9186,0.00090612,59953.0,64863.0,6.4561,298.1,330.48,0.75083,0.0,1286.5,35.0,1867.9,1.6827,0.18628,0.00091226,9.0673,0.52444,0.0,22.245,0.0,0.0,2.0,78.0,78.0,0.0,20680.0,20484.0
36.0,55.0,100.0,43.0,0.0,48.86,228.45,0.0001,0.0,0.9,0.0,0.0019796,12.724,1.7015,60858.0,66265.0,6.5113,297.97,292.2,0.9987,5.4237,1200.0,35.0,1913.9,1.0716,0.1922,1.5712,12.492,0.69805,0.0,35.513,0.0,0.0,2.0,78.0,78.0,0.0,29640.0,29459.0
48.0,60.0,100.0,57.0,0.0,54.397,105.83,0.0001,0.0,1.1,0.0,0.0017387,13.242,3.8597,61887.0,67827.0,6.4962,297.99,295.46,1.1456,6.5971,1199.8,35.0,1977.8,1.2384,0.19125,3.7061,15.487,0.87389,0.0,49.362,0.0,0.0,2.0,78.0,78.0,0.0,38834.0,38337.0
60.0,60.0,100.0,72.0,0.0,42.06,40.056,0.0001,500.0,1.1,0.0,0.0017167,14.533,5.8683,67979.0,74498.0,6.5,297.99,295.67,1.3811,7.5157,1199.4,34.0,1913.9,1.1545,0.19159,5.7356,17.221,1.0543,0.0,40.652,0.0,0.0,2.0,78.0,78.0,0.0,48606.0,48294.0
72.0,60.0,100.0,84.0,0.0,62.839,0.0001,0.0001,500.0,1.1,0.0,0.0014524,15.469,7.8072,75337.0,82482.0,6.5008,297.96,283.35,1.6284,7.3104,1200.8,31.0,1815.2,1.4013,0.18878,7.6883,18.453,1.244,0.0,25.112,0.0,0.0,2.0,78.0,78.0,0.0,59098.0,59470.0
84.0,60.0,100.0,90.0,0.0,60.712,115.25,0.0001,100.0,1.1,0.0,0.0010032,14.962,9.9816,79315.0,87075.0,6.5085,297.95,279.72,1.8507,8.5054,1196.7,23.0,1777.1,1.6436,0.18605,9.8406,19.985,1.4147,0.0,26.099,0.0,0.0,2.0,78.0,78.0,0.0,68515.0,69072.0
96.0,75.0,100.0,90.0,0.0,48.001,100.72,0.0001,100.0,1.1,0.0,0.0010694,14.446,12.145,81856.0,90188.0,6.5019,297.95,277.12,1.6293,9.0635,1199.2,23.0,1764.9,1.7741,0.1886,11.995,21.324,1.5558,0.0,34.779,0.0,0.0,2.0,78.0,78.0,0.0,79801.0,79877.0
108.0,75.0,100.0,90.0,0.0,29.088,61.385,0.0001,100.0,1.0,0.0,0.00095098,13.06,14.457,77242.0,85220.0,6.4958,297.97,284.95,1.6272,8.7226,1200.0,23.0,1758.2,1.6251,0.18974,14.304,22.684,1.5538,0.0,43.499,0.0,0.0,2.0,78.0,78.0,0.0,90814.0,90577.0
120.0,75.0,100.0,90.0,0.0,40.041,8.3386,0.0001,100.0,1.0,0.0,0.00085895,12.647,16.662,79649.0,88209.0,6.5051,297.97,287.72,1.7377,8.5765,1200.8,23.0,1757.8,1.7443,0.18862,16.519,23.67,1.6598,0.0,52.153,0.0,0.0,2.0,78.0,78.0,0.0,100800.0,100750.0
132.0,75.0,100.0,90.0,0.0,12.788,33.605,5.1843,100.0,1.0,-4000.0,0.00056465,12.675,18.549,74948.0,83063.0,6.5276,297.97,285.03,1.6639,7.2239,1201.5,23.0,1773.7,1.4583,0.19093,18.439,24.193,1.5889,0.0,60.499,0.0,0.0,2.0,78.0,78.0,0.0,110240.0,110540.0
144.0,75.0,100.0,90.0,0.0,29.476,48.058,1.1252,100.0,1.0,0.0,0.00044305,12.636,20.099,77217.0,85844.0,6.509,297.93,271.34,1.6965,7.1726,1199.5,23.0,1804.6,1.5516,0.19016,20.006,24.26,1.6202,0.0,68.135,0.0,0.0,2.0,78.0,78.0,0.0,117040.0,116850.0
156.0,75.0,100.0,90.0,0.0,27.595,4.9402,30.879,0.0,0.9,0.0,0.00072158,11.073,21.734,71910.0,80064.0,6.481,297.99,292.08,1.5681,8.0359,1199.5,23.0,1850.6,1.4987,0.19081,21.598,24.281,1.4971,0.0,77.187,0.0,0.0,2.0,78.0,78.0,0.0,124730.0,125060.0
168.0,75.0,100.0,80.0,0.0,57.068,11.105,113.78,400.0,0.9,0.0,0.00098144,12.902,22.898,76308.0,84998.0,6.5004,298.09,330.42,1.5869,5.3064,1202.2,23.0,1852.6,1.1207,0.19362,22.854,23.569,1.515,0.0,73.884,0.0,0.0,2.0,78.0,78.0,0.0,129800.0,130470.0
180.0,75.0,100.0,80.0,0.0,44.268,67.146,9.535,150.0,0.9,0.0,0.0013676,12.131,24.385,72795.0,80979.0,6.5069,297.96,281.45,1.4646,7.7689,1200.6,23.0,1865.6,1.1177,0.19388,24.271,23.052,1.3978,0.0,71.821,0.0,0.0,2.0,78.0,78.0,0.0,137400.0,137080.0
192.0,75.0,100.0,80.0,0.0,45.306,40.724,1.0668,150.0,0.9,-4000.0,0.0015087,12.075,25.88,68853.0,76537.0,6.5151,297.89,259.64,1.3559,7.6198,1198.2,23.0,1894.4,1.0705,0.19445,25.78,22.852,1.2937,0.0,73.35,0.0,0.0,2.0,78.0,78.0,0.0,144500.0,144700.0
204.0,65.0,100.0,80.0,0.0,56.577,100.24,12.888,250.0,0.9,0.0,0.0015839,12.229,27.031,72355.0,80584.0,6.5005,298.06,315.38,1.5855,6.8265,1198.6,23.0,1925.7,1.083,0.19265,26.975,22.646,1.3119,0.0,73.527,0.0,0.0,2.0,78.0,78.0,0.0,150450.0,150490.0
